,SoBD,Toan,Van,Anh,Ly,Hoa,Sinh,Su,Dia,GDCD,Unnamed: 10,KhoiA,KhoiB,KhoiC,KhoiD,KhoiA1,Ma Tinh,Ten Tinh,Vung mien
20848,20849,5.4,5.0,3.4,2.5,3.25,5.0,3.75,6.25,8.5,,11.15,13.65,15.0,13.8,11.3,11, Bac Kan,Mien Bac
20870,20871,3.4,3.75,3.9335434349801064,3.0,2.0,4.25,2.0,3.75,,,8.4,9.65,9.5,14.2,,11, Bac Kan,Mien Bac
20911,20912,4.8,8.25,5.2,4.5,6.0,6.0,6.25,6.75,8.25,,15.3,16.8,21.25,18.25,14.5,11, Bac Kan,Mien Bac
20944,20945,3.0,5.25,3.9335434349801064,2.0,3.75,2.0,4.75,6.0,,,8.75,8.75,16.0,14.2,,11, Bac Kan,Mien Bac
20945,20946,4.0,2.5,3.9335434349801064,2.5,2.25,2.5,2.25,4.5,,,8.75,8.75,9.25,14.2,,11, Bac Kan,Mien Bac
20946,20947,3.8,4.5,3.9335434349801064,2.0,2.5,2.75,2.5,4.75,,,8.3,9.05,11.75,14.2,,11, Bac Kan,Mien Bac
20947,20948,2.4,3.0,3.9335434349801064,2.5,0.75,3.0,4.0,5.5,,,5.65,6.15,12.5,14.2,,11, Bac Kan,Mien Bac
20948,20949,3.0,5.0,3.9335434349801064,3.25,2.5,4.25,3.0,5.0,,,8.75,9.75,13.0,14.2,,11, Bac Kan,Mien Bac
20949,20950,2.8,4.0,3.9335434349801064,3.25,3.75,3.5,2.25,5.0,,,9.8,10.05,11.25,14.2,,11, Bac Kan,Mien Bac
20952,20953,3.2,3.0,3.9335434349801064,2.25,2.0,4.0,2.75,4.0,,,7.45,9.2,9.75,14.2,,11, Bac Kan,Mien Bac
20953,20954,3.2,5.75,3.9335434349801064,3.25,3.0,3.5,2.75,5.25,,,9.45,9.7,13.75,14.2,,11, Bac Kan,Mien Bac
20954,20955,3.2,3.0,3.9335434349801064,2.0,2.5,4.75,2.25,5.0,,,7.7,10.45,10.25,14.2,,11, Bac Kan,Mien Bac
20955,20956,3.0,3.75,3.9335434349801064,1.75,4.0,3.75,2.25,5.75,,,8.75,10.75,11.75,14.2,,11, Bac Kan,Mien Bac
20979,20980,3.8,4.5,2.2,2.75,1.5,2.5,2.75,3.5,5.75,,8.05,7.8,10.75,10.5,8.75,11, Bac Kan,Mien Bac
20980,20981,4.0,5.75,3.2,2.5,3.0,5.0,2.25,5.25,8.5,,9.5,12.0,13.25,12.95,9.7,11, Bac Kan,Mien Bac
20981,20982,3.2,4.5,3.2,3.0,3.25,3.25,3.5,5.0,7.0,,9.45,9.7,13.0,10.9,9.4,11, Bac Kan,Mien Bac
21002,21003,6.2,7.0,6.8,4.5,4.25,3.0,4.0,5.5,7.25,,14.95,13.45,16.5,20.0,17.5,11, Bac Kan,Mien Bac
21045,21046,5.6,5.25,3.6,4.75,4.5,4.5,4.5,5.75,8.0,,14.85,14.6,15.5,14.45,13.95,11, Bac Kan,Mien Bac
21114,21115,5.0,4.25,2.8,3.25,3.0,3.25,3.25,5.5,8.0,,11.25,11.25,13.0,12.05,11.05,11, Bac Kan,Mien Bac
21208,21209,4.4,5.0,3.9335434349801064,2.75,3.5,4.0,2.75,6.25,,,10.65,11.9,14.0,14.2,,11, Bac Kan,Mien Bac
21223,21224,2.8,5.5,3.9335434349801064,3.25,2.5,4.5,1.25,4.75,,,8.55,9.8,11.5,14.2,,11, Bac Kan,Mien Bac
21225,21226,3.8,3.5,3.9335434349801064,3.0,2.5,2.0,2.5,5.25,,,9.3,8.3,11.25,14.2,,11, Bac Kan,Mien Bac
21279,21280,5.8,6.5,3.2,3.25,3.5,3.25,3.75,5.5,7.5,,12.55,12.55,15.75,15.5,12.25,11, Bac Kan,Mien Bac
21294,21295,3.4,5.0,3.9335434349801064,3.25,3.0,5.25,4.0,6.75,,,9.65,11.65,15.75,14.2,,11, Bac Kan,Mien Bac
21455,21456,3.2,5.0,3.9335434349801064,2.25,1.5,3.0,3.75,3.75,,,6.95,7.7,12.5,14.2,,11, Bac Kan,Mien Bac
21456,21457,3.0,5.5,3.9335434349801064,2.75,1.75,3.25,2.5,3.25,,,7.5,8.0,11.25,14.2,,11, Bac Kan,Mien Bac
21457,21458,3.4,4.5,3.9335434349801064,2.5,2.75,3.75,3.5,6.25,,,8.65,9.9,14.25,14.2,,11, Bac Kan,Mien Bac
21458,21459,1.6,4.25,3.9335434349801064,1.75,2.25,2.75,3.0,4.75,,,5.6,6.6,12.0,14.2,,11, Bac Kan,Mien Bac
21459,21460,2.8,5.0,3.9335434349801064,1.75,2.75,3.25,2.75,3.75,,,7.3,8.8,11.5,14.2,,11, Bac Kan,Mien Bac
21460,21461,2.8,4.0,3.9335434349801064,1.25,2.5,1.5,5.5,4.0,,,6.55,6.8,13.5,14.2,,11, Bac Kan,Mien Bac
21461,21462,3.6,6.0,3.9335434349801064,1.5,3.5,3.0,3.75,6.5,,,8.6,10.1,16.25,14.2,,11, Bac Kan,Mien Bac
21480,21481,3.0,5.5,2.0,3.25,2.25,3.25,4.25,4.75,6.0,,8.5,8.5,14.5,10.5,8.25,11, Bac Kan,Mien Bac
21481,21482,4.8,7.0,3.8,2.25,3.25,3.0,3.25,4.75,7.0,,10.3,11.05,15.0,15.6,10.85,11, Bac Kan,Mien Bac
21515,21516,4.0,4.25,1.6,2.75,2.5,3.25,3.5,4.25,5.5,,9.25,9.75,12.0,9.85,8.35,11, Bac Kan,Mien Bac
21517,21518,4.0,6.5,2.6,2.0,3.0,3.75,4.0,8.5,7.0,,9.0,10.75,19.0,13.1,8.6,11, Bac Kan,Mien Bac
21546,21547,6.6,5.75,2.8,3.75,2.5,4.25,5.75,7.5,7.5,,12.85,13.35,19.0,15.15,13.15,11, Bac Kan,Mien Bac
21560,21561,3.0,5.0,3.9335434349801064,1.25,3.5,4.75,4.5,5.25,,,7.75,11.25,14.75,14.2,,11, Bac Kan,Mien Bac
21653,21654,4.2,3.5,2.2,1.75,2.75,2.25,2.75,4.75,6.75,,8.7,9.2,11.0,9.9,8.15,11, Bac Kan,Mien Bac
21655,21656,2.8,3.0,2.4,3.5,2.75,3.75,2.5,5.25,4.0,,9.05,9.3,10.75,8.2,8.7,11, Bac Kan,Mien Bac
21656,21657,4.8,6.25,2.2,2.75,2.0,3.75,2.25,4.25,7.0,,9.55,10.55,12.75,13.25,9.75,11, Bac Kan,Mien Bac
21660,21661,1.6,6.0,2.6,3.75,2.0,5.0,2.5,4.25,5.5,,7.35,8.6,12.75,10.2,7.95,11, Bac Kan,Mien Bac
21670,21671,3.4,3.5,3.9335434349801064,3.25,2.0,2.5,2.0,4.75,,,8.65,7.9,10.25,14.2,,11, Bac Kan,Mien Bac
21688,21689,6.6,7.0,2.2,3.5,3.5,4.25,5.0,7.5,8.75,,13.6,14.35,19.5,15.8,12.3,11, Bac Kan,Mien Bac
21690,21691,4.8,5.25,2.0,1.75,2.5,1.25,3.25,4.75,4.25,,9.05,8.55,13.25,12.05,8.55,11, Bac Kan,Mien Bac
21691,21692,3.4,7.25,2.4,1.75,2.25,2.5,2.25,3.25,6.0,,7.4,8.15,12.75,13.05,7.55,11, Bac Kan,Mien Bac
21693,21694,5.4,4.75,2.4,4.0,3.5,5.75,3.25,5.5,5.75,,12.9,14.65,13.5,12.55,11.8,11, Bac Kan,Mien Bac
21694,21695,5.6,6.5,3.0,5.25,4.5,3.5,3.0,5.25,6.75,,15.35,13.6,14.75,15.1,13.85,11, Bac Kan,Mien Bac
21695,21696,6.2,5.0,2.8,3.5,2.75,4.0,5.25,6.75,8.25,,12.45,12.95,17.0,14.0,12.5,11, Bac Kan,Mien Bac
21696,21697,4.8,7.75,4.2,4.75,3.25,5.0,4.0,4.75,6.75,,12.8,13.05,16.5,16.75,13.75,11, Bac Kan,Mien Bac
21742,21743,3.8,5.0,3.9335434349801064,3.25,3.25,3.0,6.25,6.0,,,10.3,10.05,17.25,14.2,,11, Bac Kan,Mien Bac
21831,21832,3.0,3.25,3.9335434349801064,2.5,3.0,2.25,3.25,3.75,,,8.5,8.25,10.25,14.2,,11, Bac Kan,Mien Bac
21832,21833,2.4,4.0,3.9335434349801064,3.25,2.5,3.25,4.25,3.75,,,8.15,8.15,12.0,14.2,,11, Bac Kan,Mien Bac
21857,21858,5.0,5.75,2.2,2.75,2.25,3.0,2.5,5.5,8.0,,10.0,10.25,13.75,12.95,9.95,11, Bac Kan,Mien Bac
22096,22097,2.4,5.0,3.9335434349801064,3.25,3.0,3.75,2.0,5.0,,,8.65,9.15,12.0,14.2,,11, Bac Kan,Mien Bac
22131,22132,4.6,7.0,3.8,4.0,3.75,3.25,4.5,7.5,7.75,,12.35,11.6,19.0,15.4,12.4,11, Bac Kan,Mien Bac
22147,22148,7.0,8.5,4.4,3.75,5.75,5.75,6.75,8.0,8.0,,16.5,18.5,23.25,19.9,15.15,11, Bac Kan,Mien Bac
22148,22149,4.0,7.0,2.0,2.5,4.25,6.25,6.25,6.5,6.25,,10.75,14.5,19.75,13.0,8.5,11, Bac Kan,Mien Bac
22150,22151,6.0,9.0,5.8,5.0,6.25,5.25,6.75,7.0,8.25,,17.25,17.5,22.75,20.8,16.8,11, Bac Kan,Mien Bac
22151,22152,3.8,2.5,3.9335434349801064,1.75,1.5,2.5,7.5,4.75,,,7.05,7.8,14.75,14.2,,11, Bac Kan,Mien Bac
22171,22172,2.8,7.0,2.4,2.0,2.75,4.0,3.25,4.5,5.25,,7.55,9.55,14.75,12.2,7.2,11, Bac Kan,Mien Bac
22334,22335,4.4,4.5,3.6,2.75,2.0,2.75,2.5,5.5,4.75,,9.15,9.15,12.5,12.5,10.75,11, Bac Kan,Mien Bac
22345,22346,4.0,4.5,2.0,3.0,4.75,5.25,3.5,5.75,6.25,,11.75,14.0,13.75,10.5,9.0,11, Bac Kan,Mien Bac
22443,22444,3.0,8.0,3.8,2.75,3.75,4.75,6.5,8.0,7.75,,9.5,11.5,22.5,14.8,9.55,11, Bac Kan,Mien Bac
22922,22923,5.4,5.5,7.6,6.75,3.75,4.25,4.0,5.5,6.5,,15.9,13.4,15.0,18.5,19.75,19, Bac Ninh,Mien Bac
22926,22927,5.8,5.25,2.2,7.25,6.75,3.0,4.5,5.75,7.0,,19.8,15.55,15.5,13.25,15.25,19, Bac Ninh,Mien Bac
23031,23032,4.0,5.75,4.2,3.25,3.75,6.25,3.5,6.5,7.75,,11.0,14.0,15.75,13.95,11.45,19, Bac Ninh,Mien Bac
23102,23103,5.6,6.25,4.4,6.0,3.25,3.0,2.5,3.75,5.0,,14.85,11.85,12.5,16.25,16.0,19, Bac Ninh,Mien Bac
23111,23112,4.6,5.0,2.4,3.0,3.75,3.75,2.75,4.0,4.5,,11.35,12.1,11.75,12.0,10.0,19, Bac Ninh,Mien Bac
23115,23116,4.2,4.0,1.6,3.75,2.75,4.25,3.0,3.5,5.75,,10.7,11.2,10.5,9.8,9.55,19, Bac Ninh,Mien Bac
23182,23183,5.0,5.0,2.4,3.5,3.0,5.25,3.25,5.25,7.0,,11.5,13.25,13.5,12.4,10.9,19, Bac Ninh,Mien Bac
23207,23208,5.6,8.5,3.9335434349801064,3.25,2.0,,8.25,8.25,,,10.85,,25.0,14.2,,19, Bac Ninh,Mien Bac
23413,23414,5.4,6.0,3.8,5.0,3.25,4.0,3.75,6.5,8.25,,13.65,12.65,16.25,15.2,14.2,19, Bac Ninh,Mien Bac
23451,23452,6.4,5.5,4.2,3.25,2.25,4.5,3.5,5.0,7.25,,11.9,13.15,14.0,16.1,13.85,19, Bac Ninh,Mien Bac
23470,23471,5.0,5.75,4.6,5.25,3.75,4.0,4.25,6.25,5.75,,14.0,12.75,16.25,15.35,14.85,19, Bac Ninh,Mien Bac
23630,23631,3.2,2.75,5.0,3.0,4.5,3.75,3.0,4.75,5.25,,10.7,11.45,10.5,10.95,11.2,19, Bac Ninh,Mien Bac
23725,23726,6.4,6.0,5.0,5.25,4.25,3.0,2.0,5.0,6.75,,15.9,13.65,13.0,17.4,16.65,19, Bac Ninh,Mien Bac
23736,23737,6.4,5.25,6.2,5.5,3.25,3.75,3.75,6.0,6.5,,15.15,13.4,15.0,17.85,18.1,19, Bac Ninh,Mien Bac
23737,23738,6.2,8.0,4.6,4.0,4.0,4.5,2.75,5.0,6.75,,14.2,14.7,15.75,18.8,14.8,19, Bac Ninh,Mien Bac
23897,23898,5.8,5.0,2.4,3.75,2.75,3.25,4.25,6.5,6.0,,12.3,11.8,15.75,13.2,11.95,19, Bac Ninh,Mien Bac
23902,23903,6.2,6.75,5.4,5.0,2.5,3.5,2.75,6.25,7.5,,13.7,12.2,15.75,18.35,16.6,19, Bac Ninh,Mien Bac
23903,23904,5.6,5.0,4.6,5.0,2.5,2.25,4.0,4.5,6.25,,13.1,10.35,13.5,15.2,15.2,19, Bac Ninh,Mien Bac
24069,24070,3.4,6.0,2.6,3.75,5.0,2.75,3.25,7.0,8.25,,12.15,11.15,16.25,12.0,9.75,19, Bac Ninh,Mien Bac
24125,24126,6.8,5.0,5.8,5.0,3.0,2.5,2.25,5.5,7.5,,14.8,12.3,12.75,17.6,17.6,19, Bac Ninh,Mien Bac
24151,24152,5.8,8.0,4.2,6.0,3.5,3.0,3.75,5.5,7.5,,15.3,12.3,17.25,18.0,16.0,19, Bac Ninh,Mien Bac
24193,24194,6.0,3.25,4.8,4.75,2.5,2.5,3.0,3.25,8.25,,13.25,11.0,9.5,14.05,15.55,19, Bac Ninh,Mien Bac
24347,24348,8.0,7.25,8.8,4.75,4.25,3.5,5.75,6.0,7.25,,17.0,15.75,19.0,24.05,21.55,19, Bac Ninh,Mien Bac
24351,24352,6.0,6.5,4.2,5.25,4.0,3.5,2.0,5.25,6.25,,15.25,13.5,13.75,16.7,15.45,19, Bac Ninh,Mien Bac
24374,24375,6.6,5.0,2.4,3.25,3.0,4.25,3.0,5.5,6.0,,12.85,13.85,13.5,14.0,12.25,19, Bac Ninh,Mien Bac
24380,24381,5.0,6.5,4.2,4.25,2.0,2.75,3.0,4.5,6.75,,11.25,9.75,14.0,15.7,13.45,19, Bac Ninh,Mien Bac
24384,24385,3.4,3.75,3.8,3.25,1.5,3.5,4.25,3.75,7.25,,8.15,8.4,11.75,10.95,10.45,19, Bac Ninh,Mien Bac
24387,24388,2.4,3.75,3.0,3.25,3.0,4.0,2.75,5.0,5.75,,8.65,9.4,11.5,9.15,8.65,19, Bac Ninh,Mien Bac
24406,24407,4.8,4.0,3.4,2.5,1.5,1.5,2.5,5.25,6.25,,8.8,7.8,11.75,12.2,10.7,19, Bac Ninh,Mien Bac
24533,24534,6.8,4.25,7.0,7.25,5.0,2.5,3.25,4.25,5.75,,19.05,14.3,11.75,18.05,21.05,19, Bac Ninh,Mien Bac
24619,24620,8.0,7.5,8.8,7.5,3.0,4.5,5.25,5.25,8.0,,18.5,15.5,18.0,24.3,24.3,19, Bac Ninh,Mien Bac
24666,24667,5.8,5.5,4.8,5.25,4.75,2.75,3.5,6.5,7.5,,15.8,13.3,15.5,16.1,15.85,19, Bac Ninh,Mien Bac
24669,24670,6.0,7.25,7.8,7.0,2.5,4.0,4.0,7.5,7.5,,15.5,12.5,18.75,21.05,20.8,19, Bac Ninh,Mien Bac
24672,24673,6.2,6.75,5.0,6.75,4.0,2.75,4.25,5.75,7.75,,16.95,12.95,16.75,17.95,17.95,19, Bac Ninh,Mien Bac
24676,24677,6.0,8.0,8.0,5.0,4.0,4.25,3.0,6.25,8.5,,15.0,14.25,17.25,22.0,19.0,19, Bac Ninh,Mien Bac
24771,24772,6.4,8.0,6.0,6.5,4.0,2.25,1.75,4.75,6.75,,16.9,12.65,14.5,20.4,18.9,19, Bac Ninh,Mien Bac
24773,24774,7.6,7.0,8.0,7.25,3.5,3.75,5.5,6.5,8.0,,18.35,14.85,19.0,22.6,22.85,19, Bac Ninh,Mien Bac
24774,24775,6.2,7.0,7.6,7.25,5.25,5.5,4.75,6.25,7.5,,18.7,16.95,18.0,20.8,21.05,19, Bac Ninh,Mien Bac
24776,24777,6.0,7.0,3.4,5.25,3.25,3.75,2.0,7.25,7.75,,14.5,13.0,16.25,16.4,14.65,19, Bac Ninh,Mien Bac
24818,24819,6.2,7.0,8.0,8.25,2.5,4.0,1.75,4.75,7.75,,16.95,12.7,13.5,21.2,22.45,19, Bac Ninh,Mien Bac
24833,24834,6.6,3.75,5.4,4.5,3.75,3.5,1.75,4.75,7.25,,14.85,13.85,10.25,15.75,16.5,19, Bac Ninh,Mien Bac
24969,24970,6.2,5.75,6.2,3.5,3.5,5.25,2.5,4.5,4.75,,13.2,14.95,12.75,18.15,15.9,19, Bac Ninh,Mien Bac
24974,24975,5.8,5.25,3.8,4.5,3.0,2.75,2.75,4.75,5.5,,13.3,11.55,12.75,14.85,14.1,19, Bac Ninh,Mien Bac
24979,24980,5.4,6.0,5.6,7.0,3.75,3.25,4.75,5.75,7.75,,16.15,12.4,16.5,17.0,18.0,19, Bac Ninh,Mien Bac
25058,25059,8.2,5.0,6.8,7.5,3.0,2.5,3.25,4.0,6.5,,18.7,13.7,12.25,20.0,22.5,19, Bac Ninh,Mien Bac
25067,25068,5.0,6.5,3.4,4.0,3.5,5.25,3.5,6.0,6.0,,12.5,13.75,16.0,14.9,12.4,19, Bac Ninh,Mien Bac
25097,25098,6.2,6.5,6.8,5.5,3.25,4.75,5.25,7.0,7.5,,14.95,14.2,18.75,19.5,18.5,19, Bac Ninh,Mien Bac
25252,25253,6.8,6.0,3.2,2.5,4.25,4.5,5.0,4.75,6.75,,13.55,15.55,15.75,16.0,12.5,19, Bac Ninh,Mien Bac
25256,25257,6.4,5.25,3.2,4.25,3.75,5.75,5.0,6.5,8.25,,14.4,15.9,16.75,14.85,13.85,19, Bac Ninh,Mien Bac
25321,25322,7.0,4.0,8.4,6.75,2.75,3.75,3.75,6.0,7.25,,16.5,13.5,13.75,19.4,22.15,19, Bac Ninh,Mien Bac
25323,25324,5.4,5.75,3.0,5.5,4.75,3.75,5.75,6.25,8.0,,15.65,13.9,17.75,14.15,13.9,19, Bac Ninh,Mien Bac
25326,25327,6.8,7.75,6.6,6.5,4.0,3.25,4.0,5.5,6.75,,17.3,14.05,17.25,21.15,19.9,19, Bac Ninh,Mien Bac
25337,25338,6.6,6.0,5.4,5.5,4.5,4.0,3.75,5.75,6.75,,16.6,15.1,15.5,18.0,17.5,19, Bac Ninh,Mien Bac
25357,25358,7.4,7.25,8.0,8.25,2.75,3.75,4.25,4.75,8.0,,18.4,13.9,16.25,22.65,23.65,19, Bac Ninh,Mien Bac
25366,25367,6.2,5.75,5.0,4.0,2.5,2.25,2.25,4.75,7.25,,12.7,10.95,12.75,16.95,15.2,19, Bac Ninh,Mien Bac
25485,25486,4.0,3.75,3.6,3.75,2.25,2.5,3.0,4.75,4.75,,10.0,8.75,11.5,11.35,11.35,19, Bac Ninh,Mien Bac
25624,25625,5.0,4.25,4.2,4.0,3.5,4.5,3.75,6.0,7.5,,12.5,13.0,14.0,13.45,13.2,19, Bac Ninh,Mien Bac
25736,25737,3.6,4.0,2.6,3.75,3.75,4.25,2.25,5.0,7.0,,11.1,11.6,11.25,10.2,9.95,19, Bac Ninh,Mien Bac
25790,25791,4.0,6.0,2.6,3.5,2.75,3.0,5.5,5.0,7.25,,10.25,9.75,16.5,12.6,10.1,19, Bac Ninh,Mien Bac
25794,25795,6.2,8.5,6.4,5.5,2.0,4.25,2.75,6.5,8.5,,13.7,12.45,17.75,21.1,18.1,19, Bac Ninh,Mien Bac
25803,25804,6.2,3.5,5.8,5.75,2.75,1.0,4.25,4.5,6.75,,14.7,9.95,12.25,15.5,17.75,19, Bac Ninh,Mien Bac
25982,25983,4.2,5.75,3.8,4.75,3.5,3.75,3.75,4.75,7.75,,12.45,11.45,14.25,13.75,12.75,19, Bac Ninh,Mien Bac
25988,25989,6.6,6.25,4.2,6.25,3.75,4.25,3.75,4.0,8.0,,16.6,14.6,14.0,17.05,17.05,19, Bac Ninh,Mien Bac
25996,25997,4.8,4.25,2.8,4.0,3.0,2.5,2.0,5.25,5.0,,11.8,10.3,11.5,11.85,11.6,19, Bac Ninh,Mien Bac
25999,26000,6.4,2.75,6.2,7.0,3.25,3.0,3.25,5.5,5.25,,16.65,12.65,11.5,15.35,19.6,19, Bac Ninh,Mien Bac
26065,26066,5.8,5.25,4.0,4.75,3.25,4.0,3.0,6.0,5.5,,13.8,13.05,14.25,15.05,14.55,19, Bac Ninh,Mien Bac
26067,26068,6.4,4.5,5.4,5.75,3.25,4.25,5.0,5.5,7.0,,15.4,13.9,15.0,16.3,17.55,19, Bac Ninh,Mien Bac
26079,26080,5.4,5.5,2.4,2.5,3.5,4.5,3.75,6.75,7.75,,11.4,13.4,16.0,13.3,10.3,19, Bac Ninh,Mien Bac
26156,26157,5.0,6.25,4.4,5.25,2.5,3.5,2.5,3.75,6.0,,12.75,11.0,12.5,15.65,14.65,19, Bac Ninh,Mien Bac
26165,26166,5.0,5.0,7.0,6.75,3.25,3.5,4.25,5.0,6.25,,15.0,11.75,14.25,17.0,18.75,19, Bac Ninh,Mien Bac
26172,26173,2.6,5.5,2.2,2.5,2.75,2.5,3.75,5.5,6.75,,7.85,7.85,14.75,10.3,7.3,19, Bac Ninh,Mien Bac
26175,26176,4.0,5.75,6.0,3.75,3.5,3.75,3.75,5.5,7.75,,11.25,11.25,15.0,15.75,13.75,19, Bac Ninh,Mien Bac
26179,26180,6.6,3.75,5.2,5.0,3.25,2.25,2.75,4.0,3.75,,14.85,12.1,10.5,15.55,16.8,19, Bac Ninh,Mien Bac
26271,26272,4.8,2.75,4.4,1.5,3.5,4.0,3.5,5.25,7.25,,9.8,12.3,11.5,11.95,10.7,19, Bac Ninh,Mien Bac
26290,26291,5.2,5.5,2.6,3.5,2.5,3.5,5.5,5.75,7.5,,11.2,11.2,16.75,13.3,11.3,19, Bac Ninh,Mien Bac
26302,26303,3.8,6.0,2.6,2.0,2.25,3.0,2.0,4.75,6.75,,8.05,9.05,12.75,12.4,8.4,19, Bac Ninh,Mien Bac
26457,26458,4.884162456276718,5.443449140406064,5.2,5.5,7.75,3.75,4.5,6.5,6.0,,,,,14.2,,19, Bac Ninh,Mien Bac
26555,26556,2.4,5.25,2.8,3.75,2.5,6.0,4.25,6.5,7.25,,8.65,10.9,16.0,10.45,8.95,19, Bac Ninh,Mien Bac
26557,26558,2.0,4.0,3.0,2.0,3.0,3.25,2.75,3.5,3.25,,7.0,8.25,10.25,9.0,7.0,19, Bac Ninh,Mien Bac
26580,26581,5.0,3.5,3.0,1.5,3.0,2.5,2.5,4.75,5.75,,9.5,10.5,10.75,11.5,9.5,19, Bac Ninh,Mien Bac
26606,26607,4.6,5.5,6.6,5.25,2.25,4.75,4.5,6.0,7.25,,12.1,11.6,16.0,16.7,16.45,19, Bac Ninh,Mien Bac
26701,26702,5.8,5.0,3.4,5.75,5.0,1.5,3.75,5.0,7.75,,16.55,12.3,13.75,14.2,14.95,19, Bac Ninh,Mien Bac
26739,26740,5.6,6.25,4.4,4.5,4.0,3.0,4.0,5.0,6.75,,14.1,12.6,15.25,16.25,14.5,19, Bac Ninh,Mien Bac
26838,26839,3.2,2.75,2.8,3.25,4.5,3.0,2.5,4.0,6.0,,10.95,10.7,9.25,8.75,9.25,19, Bac Ninh,Mien Bac
26859,26860,6.6,4.25,3.9335434349801064,3.0,3.5,5.0,3.75,6.25,,,13.1,15.1,14.25,14.2,,19, Bac Ninh,Mien Bac
26867,26868,3.8,5.25,3.8,3.75,3.0,3.0,2.25,4.25,4.5,,10.55,9.8,11.75,12.85,11.35,19, Bac Ninh,Mien Bac
26942,26943,8.2,7.5,8.6,7.25,3.75,4.75,3.75,7.25,9.5,,19.2,16.7,18.5,24.3,24.05,19, Bac Ninh,Mien Bac
26959,26960,6.6,6.0,5.2,6.25,4.0,3.25,3.0,6.5,8.0,,16.85,13.85,15.5,17.8,18.05,19, Bac Ninh,Mien Bac
26960,26961,4.2,7.75,3.6,5.0,5.0,4.25,2.75,7.25,6.0,,14.2,13.45,17.75,15.55,12.8,19, Bac Ninh,Mien Bac
26977,26978,5.0,4.0,2.2,3.5,2.5,3.0,2.5,5.0,6.25,,11.0,10.5,11.5,11.2,10.7,19, Bac Ninh,Mien Bac
26979,26980,6.2,2.5,4.6,4.5,2.0,4.25,1.75,4.5,4.75,,12.7,12.45,8.75,13.3,15.3,19, Bac Ninh,Mien Bac
26986,26987,6.0,7.25,2.4,2.75,2.0,2.25,6.5,2.75,7.5,,10.75,10.25,16.5,15.65,11.15,19, Bac Ninh,Mien Bac
26991,26992,6.0,8.0,7.2,5.75,5.25,6.0,3.0,6.75,8.0,,17.0,17.25,17.75,21.2,18.95,19, Bac Ninh,Mien Bac
26997,26998,7.0,4.25,7.4,8.25,3.5,2.5,3.5,4.75,6.5,,18.75,13.0,12.5,18.65,22.65,19, Bac Ninh,Mien Bac
27019,27020,6.0,3.75,4.8,5.25,1.5,2.5,4.0,6.25,7.25,,12.75,10.0,14.0,14.55,16.05,19, Bac Ninh,Mien Bac
27090,27091,5.2,5.0,2.0,4.75,3.75,4.25,3.5,5.75,7.25,,13.7,13.2,14.25,12.2,11.95,19, Bac Ninh,Mien Bac
27093,27094,3.6,4.5,3.0,3.5,2.25,2.75,2.75,4.5,6.5,,9.35,8.6,11.75,11.1,10.1,19, Bac Ninh,Mien Bac
27140,27141,5.0,5.0,4.6,4.25,4.0,3.25,4.0,4.75,7.25,,13.25,12.25,13.75,14.6,13.85,19, Bac Ninh,Mien Bac
27141,27142,4.4,4.75,3.6,2.0,2.75,3.5,3.75,4.5,6.25,,9.15,10.65,13.0,12.75,10.0,19, Bac Ninh,Mien Bac
27142,27143,6.4,5.0,6.2,4.75,3.25,4.5,3.25,6.0,5.25,,14.4,14.15,14.25,17.6,17.35,19, Bac Ninh,Mien Bac
27223,27224,6.4,4.0,4.0,4.5,4.5,2.75,3.5,5.5,4.5,,15.4,13.65,13.0,14.4,14.9,19, Bac Ninh,Mien Bac
27239,27240,5.0,4.5,2.4,5.25,3.0,2.75,2.5,6.25,7.25,,13.25,10.75,13.25,11.9,12.65,19, Bac Ninh,Mien Bac
27240,27241,5.6,4.75,4.2,4.75,4.0,4.25,4.5,5.75,6.25,,14.35,13.85,15.0,14.55,14.55,19, Bac Ninh,Mien Bac
27243,27244,4.0,4.5,2.0,2.5,1.5,3.0,3.5,5.5,6.0,,8.0,8.5,13.5,10.5,8.5,19, Bac Ninh,Mien Bac
27362,27363,7.0,4.0,7.8,7.25,3.25,3.0,5.0,5.5,7.25,,17.5,13.25,14.5,18.8,22.05,19, Bac Ninh,Mien Bac
27364,27365,6.0,6.25,4.6,6.25,2.25,4.0,4.5,6.75,8.25,,14.5,12.25,17.5,16.85,16.85,19, Bac Ninh,Mien Bac
27392,27393,6.4,4.0,4.6,7.0,4.5,2.25,5.25,5.75,6.5,,17.9,13.15,15.0,15.0,18.0,19, Bac Ninh,Mien Bac
27418,27419,5.8,6.25,5.8,2.5,5.25,4.0,4.5,5.75,6.0,,13.55,15.05,16.5,17.85,14.1,19, Bac Ninh,Mien Bac
27420,27421,5.4,3.25,6.6,4.0,3.25,4.25,3.0,4.25,4.75,,12.65,12.9,10.5,15.25,16.0,19, Bac Ninh,Mien Bac
27473,27474,5.0,3.5,2.0,5.75,3.75,5.75,4.0,4.25,6.0,,14.5,14.5,11.75,10.5,12.75,19, Bac Ninh,Mien Bac
27479,27480,6.2,4.25,6.2,6.25,2.75,3.75,2.75,5.25,7.25,,15.2,12.7,12.25,16.65,18.65,19, Bac Ninh,Mien Bac
